와신상담,"불편한 섶에 몸을 눕히고 쓸개를 맛본다는 뜻으로, 원수를 갚거나 마음먹은 일을 이루기 위하여 온갖 어려움과 괴로움을 참고 견딤을 비유하는 말"
마이동풍,"말의 귀에 동풍이라는 뜻으로, 남의 비평이나 의견을 귀담아듣지 아니하고 흘려버림을 이르는 말"
비몽사몽,꿈인지 생시인지 어렴풋한 상태
조삼모사,간사한 꾀로 남을 속여 희롱함을 이르는 말 || 눈앞에 보이는 차이만 알고 그 결과가 같음을 모름을 이르는 말
부창부수,남편이 주장하고 아내가 이에 잘 따름. 또는 부부 사이의 화목한 도리를 이름
진퇴양난,이러지도 저러지도 못하는 어려운 처지
속수무책,손을 묶은 것처럼 어찌할 도리가 없어 꼼짝 못 함
유유자적,속세를 떠나 아무것에도 매이지 않고 자유로우며 편안하게 삶
자급자족,필요한 물자를 스스로 생산하여 채움
반신반의,얼마쯤 믿으면서도 한편으로는 의심함
학수고대,학의 목처럼 목을 길게 빼고 간절히 기다림
각양각색,제각기 다른 여러 가지 모양과 빛깔
감언이설,귀가 솔깃하도록 남의 비위를 맞추어 꾸민 말
거두절미,머리와 꼬리를 잘라 버림 || 앞뒤의 쓸데없는 말은 빼고 요점만 말함
격세지감,세대가 바뀐 듯한 느낌 || 아주 많이 달라진 느낌
결초보은,죽어서도 잊지 않고 은혜를 갚음
경국지색,임금이 반하여 나라가 기울어져도 모를 정도의 미인
고육지책,적을 속이기 위해 자신의 희생을 무릅쓰고 꾸미는 계책
과대망상,사실보다 터무니없이 과장하여 믿는 망령된 생각
관포지교,매우 다정하고 허물없는 친구 사이의 사귐
교언영색,남의 환심을 사기 위해 꾸며서 하는 말과 아첨하는 얼굴빛
교학상장,가르치는 일과 배우는 일이 서로 자신의 학업을 증진시킴
국태민안,나라는 태평하고 백성은 평안함
권모술수,목적 달성을 위하여 수단과 방법을 가리지 아니하는 온갖 모략이나 술책
금과옥조,매우 중요하고 귀중한 법칙이나 규정
금의환향,출세를 하여 고향으로 돌아옴
기상천외,보통 사람이 생각할 수 없는 매우 기발하고 엉뚱한 생각
기사회생,죽을 뻔하다가 다시 살아남
난공불락,공격하기가 어려워 좀처럼 함락되지 아니함
다다익선,많으면 많을수록 더욱 좋음
다사다난,여러 가지 일도 많고 어려움이나 탈도 많음
단도직입,쓸데없는 말을 빼고 바로 요점이나 본문제를 중심으로 말함
대동소이,큰 부분은 같고 작은 부분만 다름
독불장군,무슨 일이든 자기 생각대로 혼자서 처리하는 사람
만수무강,아무런 병 없이 아주 오래 삶
명실상부,이름과 실상이 서로 꼭 맞음
무념무상,아무런 생각이 없는 상태
무릉도원,속세를 떠난 평화롭고 아름다운 곳
문전성시,찾아오는 사람이 많아 집 문 앞이 시장을 이룬 것 같음
미풍양속,아름답고 좋은 풍속
박학다식,학문이 넓고 아는 것이 많음
백골난망,죽어서 백골이 되어도 잊기 어려울 만큼 큰 은혜를 입음
백년대계,먼 앞날까지 내다보고 세우는 크고 중요한 계획
백전백승,싸울 때마다 반드시 이김
부지기수,그 수를 알 수 없을 만큼 매우 많음
불철주야,밤낮을 가리지 않음
삼고초려,인재를 맞아들이기 위하여 참을성 있게 노력함
새옹지마,인생의 길흉화복은 변화가 많아서 예측하기 어려움
선견지명,어떤 일이 일어나기 전에 미리 앞을 내다보고 아는 지혜
수수방관,어떤 일을 당하여 옆에서 보고만 있음
시시비비,옳고 그름을 가리어 밝힘
식자우환,글자를 아는 것이 오히려 걱정을 끼침 || 아는 것이 탈
안하무인,태도가 몹시 거만하여 다른 사람을 업신여김
약육강식,약한 자가 강한 자에게 먹힘
양자택일,둘 가운데서 하나를 가려 잡음
온고지신,옛것을 익히고 그것을 미루어서 새것을 앎
우왕좌왕,방향을 정하지 못하고 이리저리 헤맴
전무후무,이전에도 없었고 앞으로도 없음
주객전도,"주인과 손님의 위치가 서로 뒤바뀜 || 사물의 경중, 선후, 완급 따위가 서로 뒤바뀜"
일거양득,한 가지 일을 하여 두 가지 이익을 얻음
일맥상통,"사고방식, 상태, 성질 따위가 서로 같거나 비슷함"
자가당착,같은 사람의 말이나 행동이 앞뒤가 서로 맞지 아니하고 모순됨
작약지증,남녀가 향기로운 함박꽃을 보내어 정을 더욱 두텁게 함
적반하장,잘못한 사람이 도리어 잘한 사람을 나무람
점입가경,갈수록 더욱 재미있거나 흥미진진한 지경으로 들어감
정정당당,태도나 수단이 정당하고 떳떳함
좌충우돌,이리저리 마구 찌르고 부딪침
죽마고우,어릴 때부터 같이 놀며 자란 오랜 친구
중구난방,뭇사람의 말을 막기 어려움
지피지기,상대편과 자신의 사정을 자세히 앎
차일피일,"오늘 할 일을 내일로, 또 내일로 자꾸 미룸"
창해일속,"넓고 큰 바다 속의 한 알의 좁쌀이라는 뜻으로, 아주 크고 넓은 것 가운데 있는 보잘것없이 작은 존재를 이르는 말"
천재일우,"천 년 동안 단 한 번 만난다는 뜻으로, 좀처럼 만나기 어려운 좋은 기회"
청출어람,제자가 스승보다 나음을 비유적으로 이르는 말
초지일관,처음에 세운 뜻을 끝까지 밀고 나감
촌철살인,짧은 경구로 다른 사람의 마음을 찔러 감동하게 하거나 약점을 찌름
칠전팔기,"일곱 번 넘어져도 여덟 번째 일어난다는 뜻으로, 여러 번 실패하여도 굽히지 않고 분투함을 이르는 말"
타산지석,다른 사람의 하찮은 언행이라도 자신의 지식과 인격을 수양하는 데에 도움이 될 수 있음을 비유적으로 이르는 말
탐관오리,탐욕이 많고 마음이 깨끗하지 못한 관리
파란만장,일의 진행에 기복과 변화가 매우 심함
파죽지세,"대나무를 쪼개는 듯한 기세라는 뜻으로, 세력이 강하여 막을 수 없는 모양을 이르는 말"
표리부동,겉으로 드러나는 언행과 속마음이 같지 않음
풍수지탄,효도를 다하지 못한 채 부모를 여읜 자식의 슬픔
필부필부,평범한 남자와 평범한 여자
해로동혈,살아서는 같이 늙고 죽어서는 한 무덤에 묻힘. 부부의 사랑 맹세
호가호위,남의 권세를 빌려 위세를 부림
호구지책,가난한 살림에서 겨우 먹고 살아가는 방책
홍익인간,널리 인간 세계를 이롭게 함
화룡점정,가장 중요한 마지막 부분을 완성함을 비유적으로 이르는 말
환골탈태,사람이 전보다 나아져 전혀 다른 사람처럼 됨 || 작품 따위를 이전보다 훨씬 좋게 고쳐 씀
회자정리,만난 사람은 반드시 헤어지게 됨
후안무치,낯가죽이 두꺼워 뻔뻔하고 부끄러움을 모름
희로애락,"기쁨과 노여움과 슬픔과 즐거움. 곧, 사람의 여러 가지 감정"
가인박명,아름다운 여자는 운명이 기박함
감개무량,마음속에서 느끼는 감동이나 느낌이 끝이 없음
개과천선,지난날의 잘못을 뉘우치고 착한 사람이 됨
거안제미,아내가 남편을 지극히 공경함
건곤일척,흥망성쇠를 걸고 단판으로 승부를 겨룸
결자해지,일을 저지른 사람이 그 일을 해결해야 함
고군분투,홀로 여러 상대를 맞서 싸움 || 홀로 어려운 일을 이겨 내려고 애씀
곡학아세,"학문을 굽혀 세상에 아첨함. 곧, 정도를 벗어난 학문으로 세상 사람에게 아첨함"
공명정대,하는 일이나 태도가 사사로움이 없이 공정하고 떳떳함
구곡간장,"굽이굽이 서린 창자라는 뜻으로, 깊은 마음속 또는 시름"
구우일모,많은 것 가운데 아주 적은 것을 이르는 말
기고만장,일이 뜻대로 잘될 때 기세가 대단함
노심초사,몹시 마음을 쓰며 애를 태움
다재다능,재주와 능력이 많음
독서삼매,아무 생각 없이 오직 책 읽기에만 골몰하는 경지
동병상련,같은 병을 앓는 사람끼리 서로 가엾게 여김 || 어려운 처지에 있는 사람끼리 서로 가엾게 여김
동분서주,일 때문에 동쪽으로 서쪽으로 이리저리 바쁘게 돌아다님
두문불출,집에만 있고 바깥출입을 전혀 하지 아니함
등하불명,가까이 있는 것이 오히려 알아내기 어려움을 이르는 말
마부작침,아무리 어려운 일이라도 끈기 있게 노력하면 이룰 수 있음을 이르는 말
만사형통,모든 일이 뜻한 바대로 잘 이루어짐
망양지탄,학문의 길이 여러 갈래여서 진리를 찾기 어려움 || 방침이 많아 어찌할 바를 모름
망연자실,정신을 잃고 어안이 벙벙함
맥수지탄,고국의 멸망을 한탄함
명경지수,잡념과 가식 없이 아주 맑고 깨끗한 마음
목불인견,눈앞에 벌어진 상황을 차마 눈 뜨고 볼 수 없음
무소불위,하지 못하는 일이 없음
묵묵부답,아무 말 없이 잠자코 있음
문일지십,하나를 듣고 열을 미루어 앎. 매우 총명함을 이르는 말
미인박명,아름다운 여자는 운명이 기박하다는 말
박장대소,손뼉을 치면서 크게 웃음
반포지효,자식이 자라서 부모를 봉양하는 효성
발본색원,폐단의 근본 원인이 되는 요소를 완전히 없애 버림
방약무인,주위에 아무도 없는 것처럼 거리낌 없이 함부로 말하고 행동함
배은망덕,남에게 입은 은혜를 잊고 도리어 배반함
배산임수,산을 등지고 물을 바라보는 지세
백척간두,몹시 어렵고 위태로운 지경
부화뇌동,줏대 없이 남의 의견에 따라 움직임
분골쇄신,"뼈를 가루로 만들고 몸을 부순다는 뜻으로, 목숨을 아끼지 않고 있는 힘을 다하여 노력함"
불문곡직,일의 옳고 그름을 따지지 아니함
불요불급,필요하지도 않고 급하지도 아니함
불입호혈,"호랑이 굴에 들어가지 아니하면 호랑이 새끼를 잡을 수 없다는 뜻으로, 위험을 무릅쓰지 않고서는 큰일을 이룰 수 없음"
빙탄지간,서로 화합할 수 없는 사이
사고무친,의지할 만한 사람이 아무도 없음
사면초가,"사방이 모두 적으로 둘러싸인 상태 || 아무에게도 도움을 받지 못하는, 외롭고 곤란한 지경"
사상누각,기초가 튼튼하지 못하여 오래 견디지 못할 일
산전수전,세상의 온갖 어려운 일을 다 겪었음
살신성인,자기의 몸을 희생하여 옳은 도리를 행함
삼라만상,우주에 있는 온갖 사물과 현상
상전벽해,세상일이 덧없이 변천함
생사고락,"삶과 죽음, 괴로움과 즐거움을 통틀어 이르는 말"
선남선녀,착하고 어진 남자와 여자
설왕설래,서로 변론을 주고받으며 옥신각신함
섬섬옥수,가냘프고 고운 여자의 손
성동격서,"동쪽에서 소리를 내고 서쪽에서 적을 친다는 뜻으로, 상대를 속여 따돌리고 목적을 이루는 것"
소탐대실,작은 것을 탐하다가 큰 것을 잃음
송구영신,묵은해를 보내고 새해를 맞음
수구초심,고향을 그리워하는 마음
수주대어,융통성 없이 구습만 지키고 있음을 비유
숙맥불변,"콩과 보리도 구별하지 못한다는 뜻으로, 매우 어리석고 못난 사람을 이르는 말"
순망치한,서로 이해관계가 밀접하여 한쪽이 망하면 다른 쪽도 함께 위험해짐
승승장구,싸움에서 이긴 기세를 타고 계속 몰아침
시종일관,처음부터 끝까지 한결같이 함
신출귀몰,자유자재로 나타났다 사라졌다 하여 그 변화를 헤아릴 수 없음
심사숙고,깊이 생각하고 깊이 고찰함
신토불이,"몸과 땅은 둘이 아니라는 뜻으로, 자기가 사는 땅에서 산출된 농산물이 체질에 잘 맞음을 이르는 말"
실사구시,사실에 토대를 두어 진리를 탐구함
십시일반,여러 사람이 힘을 합하면 한 사람을 돕기는 쉬움을 이르는 말
아전인수,자기에게만 이롭게 되도록 생각하거나 행동함
안분지족,편안한 마음으로 자기 분수를 지키며 만족할 줄을 앎
암중모색,어둠 속에서 손으로 더듬어 찾음 || 어림으로 무엇을 알아내려 하거나 일의 실마리를 찾으려고 함
약방감초,어떤 일에나 반드시 끼어드는 사람
어불성설,말이 이치에 맞지 않음
언감생심,감히 그런 마음을 품을 수도 없음
언중유골,"말 속에 단단한 뼈가 있다는 뜻으로, 예사로운 말 속에 깊은 뜻이 있는 것을 이르는 말"
여필종부,아내는 반드시 남편의 뜻을 따라야 한다는 말
역성혁명,왕조가 바뀌는 혁명
연목구어,"나무에 올라가서 물고기를 구한다는 뜻으로, 도저히 불가능한 일을 굳이 하려 함을 비유하는 말"
오리무중,무슨 일에 대하여 방향이나 갈피를 잡을 수 없음
오월동주,서로 원수지간이면서도 공동의 목적을 위하여서는 협력함
외유내강,겉으로는 부드럽고 순하게 보이나 속은 꿋꿋하고 강함
용의주도,마음을 써서 일의 앞뒤를 빈틈없이 살피는 일
우유부단,어물어물 망설이기만 하고 결단성이 없음
원앙지계,부부 사이의 정다운 약속이나 인연
위기일발,거의 여유가 없는 매우 위급한 순간
유명무실,이름만 있고 실상은 없음
음지전양,운수가 나쁜 사람이 좋은 운수를 맞게 됨
의기투합,서로 마음이 맞아 힘을 합침
이구동성,여러 사람의 말이 한결같음
이율배반,서로 모순되는 두 명제가 동등한 권리로 주장되는 일
인과응보,"좋은 일에는 좋은 결과가, 나쁜 일에는 나쁜 결과가 따름"
일망타진,"한 번 그물을 쳐서 고기를 다 잡는다는 뜻으로, 어떤 무리를 한꺼번에 모조리 다 잡음"
일사천리,일이 거침없이 빨리 진행됨
일언지하,한마디로 잘라 말함
임기응변,그때그때 처한 사정과 형편에 맞게 일을 처리함
입신양명,사회적으로 인정받고 출세하여 이름을 세상에 널리 알림
자강불식,스스로 힘쓰고 쉬지 아니함
자승자박,자기의 말이나 행동으로 자기 자신이 구속되어 괴롭게 됨
전대미문,이제까지 들어 본 적이 없음
절세가인,세상에 견줄 만한 사람이 없을 정도로 아름다운 사람
절체절명,몸과 목숨이 다 된 막다른 처지
조령모개,법령을 자꾸 바꿔서 종잡을 수가 없음
종횡무진,자유자재로 행동하여 거침이 없음
좌불안석,마음이 불안하거나 걱정스러워서 한자리에 오래 앉아 있지 못함
주마가편,"달리는 말에 채찍질한다는 뜻으로, 잘하는 사람을 더욱 장려함"
죽고생사,부모의 품성과 재능이 자식에게 그대로 전해짐을 이르는 말
지성감천,정성이 지극하면 하늘도 감동시킴
진수성찬,맛이 좋은 음식으로 푸짐하게 차린 상
철두철미,처음부터 끝까지 투철함
청천벽력,맑게 갠 하늘에서 치는 날벼락 || 갑자기 생긴 큰 재앙이나 사건
초록동색,처지가 같은 사람들끼리 같이 어울려 행동함
취사선택,취할 것은 취하고 버릴 것은 버려서 골라잡음
침소봉대,작은 일을 크게 불려서 말함
쾌도난마,어지럽게 얽힌 일을 시원스럽게 처리함
타의추종,다른 사람이 따를 수 없을 만큼 뛰어남
토사구팽,필요할 때는 쓰고 필요 없을 때는 야박하게 버림
파안대소,매우 즐거운 표정으로 활짝 웃음
평지풍파,평온한 자리에서 일어나는 분쟁이나 뜻밖의 재앙
포복절도,배를 그러안고 넘어질 정도로 몹시 웃음
표변부득,사람의 언행이나 태도가 갑자기 달라져서 종잡을 수 없음
풍찬노숙,"바람을 먹고 이슬을 맞으며 잔다는 뜻으로, 큰 뜻을 이루려는 사람이 온갖 고생을 겪음"
필생즉사,"반드시 살고자 하면 죽는다는 뜻으로, 죽음을 각오하지 않고 요행히 살기를 바라면 오히려 죽게 됨을 이름"
하석상대,"아랫돌 빼서 윗돌 괴고, 윗돌 빼서 아랫돌 괸다는 뜻으로, 임시변통으로 어려운 일을 처리함"
학문지방,학문을 하는 방법
함구무언,입을 다물고 아무런 말이 없음
허장성세,실력 없이 허세로만 떠벌림
현모양처,어진 어머니이면서 착한 아내
형설지공,어려운 환경 속에서도 꾸준히 학문하여 이룬 공
호연지기,사물에서 해방된 자유롭고 즐거운 마음 || 공정하고 원대하여 부끄러움이 없는 도덕적 용기
혼비백산,몹시 놀라 넋을 잃음
화기애애,서로의 뜻이 잘 맞아 분위기가 부드럽고 정다움
화사첨족,쓸데없는 짓을 덧붙여 하다가 일을 그르침
화중지병,그림의 떡. 곧 보기만 할 뿐 실제로는 아무 쓸모가 없는 것
후생가외,후배는 나이가 젊고 의지가 강하므로 학문을 닦음에 따라 선배를 능가할 수 있으므로 두려운 존재임을 이름
흥망성쇠,흥하고 망함과 성하고 쇠함
흥진비래,즐거운 일이 다하면 슬픈 일이 닥쳐옴
각주구검,판단력이 둔하고 융통성이 없어 세상일에 어둡고 어리석음
감지덕지,매우 고맙게 여김
개관사정,사람은 죽어서 관 뚜껑을 덮고 난 뒤에야 올바른 평가를 할 수 있음
경천동지,"하늘을 놀라게 하고 땅을 뒤흔든다는 뜻으로, 세상을 몹시 놀라게 함"
고대광실,아주 크고 좋은 집
고식지계,근본적인 해결책이 아닌 임시방편
공중누각,근거나 토대가 없는 사물이나 생각
과공비례,지나친 공손은 오히려 예의에 벗어남
구밀복검,"입에는 꿀이 있고 배에는 칼이 있다는 뜻으로, 말로는 친한 듯하나 속으로는 해칠 생각이 있음"
군신유의,임금과 신하 사이에는 의리가 있어야 함
금란지계,"쇠처럼 굳고 난초처럼 향기로운 사귐이라는 뜻으로, 매우 친밀한 친구 사이의 사귐"
금석지감,지금과 옛날을 비교할 때 느껴지는 감회
기고만장,일이 뜻대로 잘될 때 기세가 대단함
기호지세,"호랑이를 타고 달리는 형세라는 뜻으로, 이미 시작한 일을 중도에 그만둘 수 없는 경우를 이름"
난형난제,"누구를 형이라 하고 누구를 아우라 하기 어렵다는 뜻으로, 두 사물의 우열을 가리기 어려움"
노발대발,몹시 노하여 펄펄 뜀
녹의홍상,연두저고리와 다홍치마. 젊은 여성의 고운 옷차림
능소능대,모든 일에 두루 능함
단사표음,소박하고 청빈한 생활
담소자약,위험이나 곤란에 직면해서도 보통 때와 같이 웃고 이야기함
당구풍월,무식한 사람이라도 유식한 사람과 같이 있으면 다소 견문이 생긴다는 말
대경실색,몹시 놀라 얼굴빛이 하얗게 변함
도원결의,뜻이 맞는 사람끼리 하나의 목적을 위해 행동을 같이할 것을 약속함
도청도설,"길에서 듣고 길에서 말한다는 뜻으로, 깊이 생각하지 않고 예사로 듣고 말함"
동상이몽,같은 처지에서 서로 다른 생각을 함
만경창파,한없이 넓고 푸른 바다
명약관화,불을 보듯 훤함. 말할 나위 없이 명백함
면종복배,겉으로는 복종하는 체하면서 속으로는 배반함
무궁무진,끝이 없이 많고 다함이 없음
무법천지,법이나 질서가 전혀 없는 상태
물아일체,외물(外物)과 자아(自我)가 하나가 됨. 대상에 완전히 몰입된 경지
백년가약,남녀가 부부가 되어 평생을 함께 지낼 것을 굳게 다짐하는 아름다운 약속
백년해로,부부가 되어 한평생을 사이좋게 지내고 즐겁게 함께 늙음
백의종군,벼슬 없는 말단 군인으로 전쟁에 나감
불가사의,사람의 생각으로는 미루어 헤아릴 수 없이 이상하고 야릇함
불가항력,사람의 힘으로는 저항할 수 없는 힘
비일비재,한두 번이 아닐 정도로 흔히 있음
사농공상,"사(士), 농(農), 공(工), 상(商)의 네 가지 신분"
사서삼경,"유교의 대표적인 경전. 사서는 논어, 맹자, 대학, 중용. 삼경은 시경, 서경, 주역을 이름"
산해진미,산과 바다에서 나는 온갖 귀한 음식
삼강오륜,유교 도덕의 바탕이 되는 세 가지 강령과 다섯 가지 인륜
삼삼오오,세 사람 또는 다섯 사람씩 떼를 지어 다니거나 무슨 일을 하는 모양
삼척동자,키가 석 자 정도밖에 되지 않는 어린아이 || 철없는 어린아이
상부상조,서로 서로 돕는다는 뜻
선공후사,공적인 일을 먼저 하고 사사로운 일은 뒤로 미룸
선시후종,처음에는 좋았으나 나중에는 흐지부지됨
성자필쇠,한 번 성한 것은 반드시 쇠하게 됨
소원성취,바라던 바를 이룸
수복강녕,오래 살고 복을 누리며 건강하고 편안함
시기상조,어떤 일을 하기에 아직 때가 이름
식소사번,먹을 것은 적고 할 일은 많음
신상필벌,"상을 줄 만한 공이 있는 자에게는 반드시 상을 주고, 벌할 죄가 있는 자에게는 반드시 벌을 줌"
십중팔구,열에 여덟이나 아홉 정도로 거의 대부분 그러함
아비규환,여러 사람이 비참한 지경에 빠져 울부짖는 참상
애지중지,매우 사랑하고 소중히 여김
양호유환,"호랑이를 길러 근심을 남긴다는 뜻으로, 화근을 키워 스스로 화를 자초함"
어두육미,"물고기는 머리 쪽이, 짐승의 고기는 꼬리 쪽이 맛이 좋다는 말"
엄동설한,눈 내리는 몹시 추운 겨울
오매불망,자나 깨나 잊지 못함
온고지신,옛것을 익히고 그것을 미루어서 새것을 앎
완전무결,흠이나 부족함이 없이 완전함
요지부동,흔들어도 꼼짝하지 않음
우후죽순,어떤 일이 한때에 많이 생겨남을 비유적으로 이르는 말
유비무환,미리 준비가 되어 있으면 걱정할 것이 없음
은인자중,괴로움을 참고 몸가짐을 신중하게 함
이판사판,막다른 데 이르러 어찌할 수 없게 된 지경
일구이언,한 가지 일에 대하여 말을 이랬다저랬다 함
일도양단,칼로 무엇을 대번에 두 동강이로 냄 || 어떤 일을 머뭇거리지 않고 과감히 처리함
일취월장,날마다 달마다 나아지고 발전함
임전무퇴,싸움에 임하여 물러섬이 없음
적재적소,알맞은 인재를 알맞은 자리에 씀
전인미답,이제까지 아무도 가 보거나 발을 들여놓은 사람이 없음
전전반측,누워서 이리저리 뒤척이며 잠을 이루지 못함
절장보단,긴 것을 잘라 짧은 것에 보탬. 장점으로 단점을 보충함
절치부심,몹시 분하여 이를 갈고 속을 썩임
조강지처,가난하고 천할 때부터 고생을 함께 겪어 온 아내
좌고우면,이쪽저쪽을 돌아보며 결정을 못 내리고 망설임
좌정관천,견문이 매우 좁음을 이르는 말
천신만고,온갖 어려운 고비를 다 겪음. 또는 그 고생
천의무봉,시문 등이 일부러 꾸민 데 없이 자연스럽고 아름다우면서 완전함 || 성격이나 언동이 순진하고 꾸밈이 없음
철석간장,"철이나 돌같이 굳고 단단한 간과 창자라는 뜻으로, 굳고 단단한 마음을 이르는 말"
청운지지,출세하려는 뜻 || 공명을 세우려는 뜻
초미지급,눈썹에 불이 붙을 만큼 매우 다급함
총명예지,매우 똑똑하고 지혜로움
추풍낙엽,가을바람에 떨어지는 나뭇잎 || 세력이나 형세가 갑자기 기울거나 흩어져 떨어짐
춘하추동,"봄, 여름, 가을, 겨울의 네 계절"
출가외인,시집간 딸은 친정 사람이 아니라는 뜻
치지도외,내버려 두고 상대하지 않음
태산북두,세상 사람들로부터 존경받는 뛰어난 존재
태연자약,마음에 충동을 받아도 동요하지 않고 천연스러움
토매인우,"토지(土地)는 어둡고 사람은 만난다는 뜻으로, 낯선 곳에 가서 아는 사람 하나 없이 지냄"
파사현정,사악한 것을 부수고 올바른 것을 드러냄
형형색색,"사물의 모양이나 종류, 빛깔 따위가 여러 가지로 서로 다름"
호사다마,좋은 일에는 흔히 방해가 되는 일이 많이 생김
혼정신성,자식이 아침저녁으로 부모의 안부를 물어서 살핌
홍로점설,큰 힘 앞에 맥없이 녹거나 스러짐 || 깨달음이 커서 의혹이 일시에 풀림
활살자재,살리고 죽이는 것을 마음대로 함
후회막급,이미 잘못된 뒤라 아무리 후회하여도 다시 어찌할 수가 없음
격물치지,사물의 이치를 연구하여 자기의 지식을 확고하게 함
견강부회,이치에 맞지 않는 말을 억지로 끌어 붙여 자기에게 유리하게 함
고장난명,혼자서는 어떤 일을 이루기 어려움 || 맞서는 사람이 없으면 싸움이 일어나지 않음
골육상쟁,가까운 혈족끼리 서로 다투고 싸움
교자채신,교만한 자는 반드시 패망함
금지옥엽,임금의 자손이나 집안 || 귀한 자식
남가일몽,덧없는 한때의 꿈이나 부귀영화
내우외환,나라 안팎의 여러 가지 근심과 걱정
농가성진,장난으로 한 일이 진짜가 됨
대의명분,사람으로서 마땅히 지켜야 할 중대한 의리와 직분
독야청청,"혼자 푸르다는 뜻으로, 홀로 절개나 지조를 굳게 지킴"
만시지탄,때가 늦었음을 안타까워하는 탄식
명모호치,"맑은 눈동자와 하얀 이라는 뜻으로, 아름다운 여자를 이르는 말"
무용지물,아무짝에도 쓸모없는 물건이나 사람
반식재상,자리만 차지하고 무능한 재상이나 대신
배수지진,어떤 일을 목숨을 걸고 행함을 이르는 말
백면서생,글만 읽어 세상일에 어두운 사람
비분강개,슬프고 분한 느낌이 마음속에 가득 차 있음
사생결단,죽고 사는 것을 가리지 않고 끝장을 내려고 함
사통오달,"길이나 교통망, 통신망 등이 사방으로 막힘 없이 통함"
삼복더위,"초복, 중복, 말복 기간의 매우 심한 더위"
상전벽해,세상일이 덧없이 변천함
수수께끼,어떤 사물에 대하여 바로 말하지 아니하고 빗대어 말하여 알아맞히는 놀이 || 이치를 따져도 풀 수 없는 문제
수어지교,아주 친밀하여 떨어질 수 없는 사이
수적천석,작은 노력이라도 끈기 있게 계속하면 큰일을 이룰 수 있음
순풍에 돛,일이 순조롭게 잘되어 감
시기질투,남이 잘되는 것을 샘내고 미워함
애매모호,"말이나 태도, 상태 따위가 희미하고 흐려 분명하지 않음"
양상군자,"들보 위의 군자라는 뜻으로, 도둑을 미화하여 이르는 말"
어부지리,둘이 다투는 틈을 타서 제삼자가 이익을 가로챔
오합지졸,규율도 통일도 없이 모인 무리
와신상담,원수를 갚거나 마음먹은 일을 이루기 위하여 온갖 어려움과 괴로움을 참고 견딤
외유내강,겉으로는 부드럽고 순하게 보이나 속은 꿋꿋하고 강함
용호상박,두 강자끼리 서로 싸움
우공이산,어떤 큰일이라도 끊임없이 노력하면 반드시 이루어짐
위풍당당,풍채나 기세가 위엄 있고 떳떳함
유유상종,같은 무리끼리 서로 사귐
은혜보답,입은 은혜를 갚음
이열치열,"열은 열로써 다스림 || 힘에는 힘으로, 강한 것에는 강한 것으로 상대함"
인명재천,사람의 목숨은 하늘에 달려 있어 사람이 어찌할 수 없음
