運否天賦,Subject-Predicate
暗雲低迷,Subject-Predicate
気炎万丈,Subject-Predicate
多士済々,Subject-Predicate
天下泰平,Subject-Predicate
雷霆万鈞,Subject-Predicate
一挙両得,Subject-Predicate
三者三様,Subject-Predicate
三位一体,Subject-Predicate
旭日昇天,Subject-Predicate
下意上達,Subject-Predicate
大器晩成,Subject-Predicate
粒粒辛苦,Subject-Predicate
門前成市,Subject-Predicate
百花斉放,Subject-Predicate
春風駘蕩,Subject-Predicate
意気揚々,Subject-Predicate
和洋折衷,Subject-Predicate
天地無用,Subject-Predicate
諸行無常,Subject-Predicate
喜色満面,Subject-Predicate
柔能制剛,Subject-Predicate
前後不覚,Subject-Predicate
一念発起,Subject-Predicate
八面玲瓏,Subject-Predicate
面目躍如,Subject-Predicate
前途洋洋,Subject-Predicate
腕力無双,Subject-Predicate
知行合一,Subject-Predicate
先手必勝,Subject-Predicate
一念通天,Subject-Predicate
旧態依然,Subject-Predicate
佳人薄命,Subject-Predicate
寒暖自在,Subject-Predicate
用意周全,Subject-Predicate
一日千秋,Subject-Predicate
後生可畏,Subject-Predicate
肩身狭小,Subject-Predicate
英雄再起,Subject-Predicate
天罰覿面,Subject-Predicate
